-118.656000 34.944000 -0.463460 0.277790 1 1 0.5 
-118.893000 34.800000 0.308950 0.434890 1 1 0.5 
-116.815000 34.675000 0.061800 0.527030 1 1 0.5 
-118.545000 34.771000 -0.278030 0.434700 1 1 0.5 
-118.868000 34.808000 -0.339850 0.310030 1 1 0.5 
-118.879000 34.835000 -0.432530 0.121570 1 1 0.5 
-116.468000 36.840000 -0.154460 -0.401700 1 1 0.5 
-116.880000 34.462000 0.092680 0.339250 1 1 0.5 
-116.336000 34.829000 0.339820 -0.064890 1 1 0.5 
-118.984000 35.011000 -0.339790 0.029390 1 1 0.5 
-116.430000 34.755000 0.185350 0.279980 1 1 0.5 
-116.625000 34.644000 -0.278070 -0.033090 1 1 0.5 
-118.669000 34.695000 -0.247160 -0.064840 1 1 0.5 
